color_other,color_target,n_target,n_total,response1,response2,response3,rt,slide_number_in_experiment,prolificID,time_in_minutes,language_information.childhood_language,language_information.country_of_birth,language_information.country_of_residence,language_information.father_country_of_birth,language_information.mother_country_of_birth,language_information.preferred_language,subject_information.age,subject_information.assess,subject_information.colorblind,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.languages,system.Browser,system.OS,system.screenH,system.screenW,author,description,experiment_id,inserted_at,updated_at
white,black,5,10,Повече от половината,,,28917,24,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,85,100,Преобладаващата част от,,,22252,25,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,1,5,Само една,,,22590,26,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,50,100,Повечето,,,13595,27,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,24,25,Почти всички,,,13703,28,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,2,10,Две,Много малко,,37584,6,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,2,25,Почти всички,,,16594,7,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,3,10,Малко,Само три ,,24610,8,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,12,25,Половината,,,14704,9,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,7,10,Повечето,Почти всички,,18005,10,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,10,10,Всички,,,13791,11,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
white,black,27,100,По-малко от половината,,,20576,12,5838be97fb65a0000128b258,14.00985,Bulgarian ,Bulgaria ,UK,Bulgaria,Bulgaria ,Both English and Bulgarian ,38,Yes,no,Very interesting experiment ,4,2,Female,"English, French",Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:55:05.094571,2018-01-15 15:55:05.094583
black,white,0,5,Трапец,,,142391,3,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,2,5,Черта,,,13403,4,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,8,10,Триъгълник,,,17448,13,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,9,25,Триъгълник ,,,11154,14,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,53,100,Квадрат,Триъгълник ,,17846,15,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,17,100,Триъгълник,Квадрат ,Трапец,20109,16,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,0,10,Няма беши,,,34201,17,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,13,25,Триъгълник ,Квадрат ,,14930,18,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,23,25,Трапец,Квадрат,Триъгълник ,24028,19,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,3,5,Триъгълник ,,,8859,20,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,87,100,Триъгълник ,Квадрат,Трапец,20463,21,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,48,100,Триъгълник ,,,12818,22,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,6,10,Трапец,,,26635,5,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,95,100,Триъгълник ,Правоъгълник ,Трапец,23014,23,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,3,10,Триъгълник ,,,12219,24,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,18,25,Триъгълник ,,,11477,25,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,1,5,Триъгълник ,,,10137,26,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,68,100,Трапец,Правоъгълник ,Триъгълник ,21255,27,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,74,100,Трапец,Правоъгълник ,Трапец,237698,28,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,5,100,Триъгълник ,,,17975,6,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,30,100,Триъгълник ,,,11683,7,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,2,25,Черта,,,11304,8,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,5,5,Триъгълник ,,,19927,9,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,10,10,Квадрат,Триъгълник ,,17634,10,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,4,5,Триъгълник ,,,10595,11,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
black,white,39,100,Квадрат ,Триъгълник ,,13649,12,58b4a62c35621b0001a2234d,16.45135,Bulgarian, Bulgaria ,Havering,Bulgaria ,Bulgaria ,English,30,Yes,yes,It was fantastic ,1,2,Female,Russian,Safari,iPhone/iPod,667,375,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:27:49.686447,2018-01-15 15:27:49.686459
white,black,3,25,Няколко,Малко,,26045,3,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,11,100,Средните,Малобройните,,27475,4,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,80,100,Повечето,,,13085,13,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,8,10,Мнозинството,Почти всички без няколко,,22421,14,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,3,100,Много малко,Няколко в края точки ,,43062,15,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,4,5,Повечето,Всички без 1 ,,15193,16,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,2,5,Почти половината,Няколко,,12981,17,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,43,100,Половината и по-малко,Доста,,31372,18,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,39,100,По-малко от половината,Някои,,11750,19,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,61,100,Повече от половината,,,16477,20,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,30,100,Половината,,,8638,21,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,16,25,Повечето,,,13712,22,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,3,10,Левите крайни,,,22167,5,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,10,10,Всички,,,5807,23,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,3,5,Повече,Половината и повече,,20216,24,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,84,100,Почти всички,,,29085,25,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,5,5,Всички,,,6816,26,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,1,10,Само 1,Минимален брой,,22644,27,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,13,25,Повечето,Повече от половината,,15956,28,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,99,100,Почти всички,Множеството,,20097,6,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,1,5,Много малко,,,29755,7,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,55,100,Половината,"Колкото точки са черни, толкова",,37256,8,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,0,5,Няма ,,,27133,9,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,23,25,Почти минимален брой,Много малко,,37121,10,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
white,black,5,10,"Колкото са бели, толкова",Половината,,35088,11,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
black,white,10,25,Почти всички средни ,,,23475,12,59e120ca3e4b5a00016a9bef,11.0879,Bulgarian,Bulgaria,UK,Bulgaria,Bulgaria,English,23,Yes,no,,3,1,Female,English and French,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Chinese quantifiers,bulgarian-free-production-pilot,2018-01-15 15:26:20.115710,2018-01-15 15:26:20.126735
