color_other,color_target,n_target,n_total,response1,response2,response3,rt,slide_number_in_experiment,prolificID,time_in_minutes,language_information.childhood_language,language_information.country_of_birth,language_information.country_of_residence,language_information.father_country_of_birth,language_information.mother_country_of_birth,language_information.preferred_language,subject_information.age,subject_information.assess,subject_information.colorblind,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.languages,system.Browser,system.OS,system.screenH,system.screenW,author,description,experiment_id,inserted_at,updated_at
black,white,17,100,una muy pequeña parte,casi ninguno,,17664,27,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
black,white,2,25,una pequeñisima parte,casi casi ninguno,,17672,28,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
white,black,10,10,todos,diez,,18457,6,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
black,white,59,100,alrededor de la mitad,lamitad,,22207,7,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
white,black,20,25,casi todos,la mayoria,todos menos cinco,24735,8,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
black,white,7,10,siete,todos menos tres,practicamente todos,22775,9,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
white,black,6,100,casi ninguno,una pequeñisima parte,,33865,10,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
white,black,45,100,mas o menos la mitad,la mitad,,29144,11,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
black,white,2,5,casi la mitad,algo mas de un tercio,,29576,12,5a227930e473b80001baaa59,12.912783333333334,Spanish|English|Basque,Spain,Spain,Spain,Spain,Spanish,18,Confused,no,It was pretty hard to differenciate between some of the cases. I also forgot abut the numbering condition on a couple of the pictures|sorry,2,2,Male,English|Basque|Spanish,Chrome,Windows,864,1536,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:41:05.822088,2017-12-19 14:41:05.822099
white,black,14,100,a few,just a little,less than the half,110722,3,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,9,10,almost all,the mayority,more than the half,41998,4,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,41,100,half of,some,,13513,13,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,2,5,less than the half,a few,,9655,14,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,0,5,anyone,,,14428,15,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,6,10,more than the half,some,,10927,16,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,32,100,less than the half ,some ,a few,11589,17,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,17,25,almost all,more than the half,,91359,18,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,64,100,more than the half,almost all,,115472,19,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,5,5,all,,,3725,20,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,15,25,half,,,4086,21,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,26,100,less than the half,a few,,10153,22,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,3,10,almost half,a few,some of them,22691,5,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,7,100,a lot of,almost all,,5215,23,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,4,5,almost all,,,3675,24,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,8,10,almost all,,,5863,25,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,24,25,almost all,,,3874,26,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,1,5,unique,less than the half,,11200,27,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,0,10,anyone,,,4784,28,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,82,100,a lot of, so much,almost all of,93946,6,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,91,100,most of all,a lot of ,almost all,55370,7,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,52,100,almost the same,half of,some ,69883,8,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
white,black,72,100,more than the half,a lot of,,16818,9,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,1,25,unique,almost none,,62085,10,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,8,25,less than the half,a few,,9571,11,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,3,5,more than the half,some,,18342,12,57c07431a170cc000103ec15,14.491183333333334,Spanish,Spain,Spain,Spain,Spain,Spanish,22,Yes,no,,1,1,Male,English,Chrome,Windows,1080,1920,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:40:25.152522,2017-12-19 14:40:25.152530
black,white,58,100,La mitad,,,106114,3,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,8,100,Muy pocos,La gran minoría,Ocho,44890,4,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,17,25,La mayoría,Muchos,Buena parte,25253,13,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,5,5,Todos,El 100%,,14238,14,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
black,white,88,100,La mayoría,Casi todos,,16631,15,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,0,10,Ninguno,No existen,,32550,16,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,0,5,Ninguno,El 0%,No existen,30232,17,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,22,25,La gran mayoría,Casi todos,Muchísimos,20455,18,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
black,white,2,5,Poco menos de la mitad,El 40%,Algunos,21643,19,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
white,black,75,100,La mayoría,Más de la mitad,Muchos,17945,20,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
black,white,5,10,La mitad,El 50%,,18209,21,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
black,white,93,100,La mayoría,Casi todos,Muchos,17605,22,597753716721f5000122608f,12.160316666666667,Spanish,Spain,Spain,Spain,Spain,Spanish,25,Yes,no,,4,1,Female,English,Chrome,Windows,768,1366,JI Xiang,Pilot experiment on Prolific collecting the most common Spanish quantifiers,spanish-free-production-pilot,2017-12-19 14:38:01.321991,2017-12-19 14:38:01.322003
